,pdb,chain,CATH Domain,Class Number,Architecture Number,Topology Number,Superfamily Number,S35 Number,S60 Number,S95 Number,S100 Number,S100 Count Number,Domain Length,Resolution
8500,5dvx,B,5dvxB00,3,10,200,10,2,2,1,1,1,255,1.6
3955,2ahf,A,2ahfA00,1,50,10,10,18,1,1,1,1,377,1.52
10418,3r2c,K,3r2cK00,3,30,70,600,1,2,1,1,1,80,1.9
16783,2dpw,A,2dpwA00,3,90,550,10,62,1,1,1,1,229,2.9
15840,3g91,A,3g91A00,3,60,10,10,1,1,1,1,1,260,1.23
14136,3og9,A,3og9A00,3,40,50,1820,220,1,1,1,1,206,1.88
4332,2oqb,A,2oqbA00,2,30,29,30,24,1,1,1,1,108,1.69
10939,2nrr,A,2nrrA00,3,30,420,340,1,1,1,1,1,139,1.2
10151,2byc,B,2bycB00,3,30,70,100,78,1,1,1,1,132,1.9
4263,2aus,B,2ausB00,2,20,28,40,1,2,1,1,1,53,2.1
7722,2wlg,B,2wlgB00,2,160,10,10,22,1,1,1,1,209,1.9
12500,4m1z,B,4m1zB00,3,40,50,200,20,2,1,1,1,315,2.25
12518,4s35,A,4s35A00,3,40,50,300,4,3,1,1,1,195,1.55
16330,2inp,L,2inpL00,3,90,56,10,2,1,1,1,1,83,2.3
13197,5u9p,C,5u9pC00,3,40,50,720,128,3,1,1,1,255,1.65
11766,3v69,B,3v69B00,3,30,1370,10,20,1,1,1,1,112,2.2
17263,1cd3,B,1cd3B00,4,10,1260,10,2,1,1,1,1,68,3.5
8121,5hua,A,5huaA00,3,10,50,40,3,2,1,1,1,113,1.3
14047,1zi8,A,1zi8A00,3,40,50,1820,122,1,1,1,1,233,1.4
7335,3nre,A,3nreA00,2,70,98,10,5,1,1,1,1,287,1.59
12846,3lw7,A,3lw7A00,3,40,50,300,356,1,1,1,1,170,2.3
7549,4j9t,A,4j9tA00,2,120,10,10,8,1,1,1,1,355,1.4
3309,5uwc,I,5uwcI00,1,20,1250,10,29,1,1,1,1,112,2.4
2387,3vir,C,3virC00,1,20,5,170,41,1,1,1,1,53,2.7
16954,3ip4,A,3ip4A00,3,90,1300,10,4,1,1,1,1,485,1.9
1038,1d2d,A,1d2dA00,1,10,287,10,5,3,1,1,1,56,999.0
16504,4fk7,A,4fk7A00,3,90,176,10,8,1,1,1,1,204,1.78
13918,4f0j,A,4f0jA00,3,40,50,1820,24,1,1,1,1,304,1.5
8752,5i97,C,5i97C00,3,10,450,230,1,3,1,1,1,137,2.44
3637,3zkv,A,3zkvA00,1,25,10,10,80,1,1,1,1,873,3.0
11291,3tfz,B,3tfzB00,3,30,530,20,22,1,1,1,1,165,2.39
8373,2oiw,A,2oiwA00,3,10,129,10,67,1,1,1,1,129,2.0
12972,1sqs,A,1sqsA00,3,40,50,360,24,1,1,1,1,228,1.5
14834,2v9l,A,2v9lA00,3,40,225,10,2,1,1,1,1,274,1.23
1970,4eie,A,4eieA00,1,10,760,10,25,1,1,1,1,82,1.03
343,2bv6,A,2bv6A00,1,10,10,10,463,1,1,1,1,135,2.8
204,1ldd,A,1lddA00,1,10,10,10,184,1,1,1,1,74,2.0
5516,2n93,A,2n93A00,2,40,128,20,58,1,1,1,1,130,999.0
13531,1nba,B,1nbaB00,3,40,50,850,20,1,1,1,1,252,2.0
1056,1e1r,G,1e1rG00,1,10,287,80,5,2,1,1,1,122,2.5
5106,4avr,A,4avrA00,2,40,40,10,6,1,1,1,1,95,1.08
399,3cmy,A,3cmyA00,1,10,10,60,14,1,1,1,1,60,1.95
7488,1fqt,A,1fqtA00,2,102,10,10,4,2,1,1,1,109,1.6
53,3aji,B,3ajiB00,1,10,8,60,20,1,1,1,1,73,2.05
14730,2nyt,D,2nytD00,3,40,140,10,25,1,1,1,1,179,2.5
2404,2yny,C,2ynyC00,1,20,5,170,79,1,1,1,1,105,1.35
14886,1kuf,A,1kufA00,3,40,390,10,2,2,1,1,1,201,1.35
12168,2l5l,A,2l5lA00,3,40,30,10,228,2,1,1,1,136,999.0
15550,1vm7,B,1vm7B00,3,40,1190,20,29,2,1,1,1,297,2.15
3426,3lof,A,3lofA00,1,20,1270,10,6,1,1,1,1,83,2.4
16548,3f81,A,3f81A00,3,90,190,10,30,1,1,1,1,179,1.9
1784,3u52,D,3u52D00,1,10,620,20,8,1,1,1,1,328,1.95
4125,3mjg,B,3mjgB00,2,10,90,10,9,1,1,1,1,101,2.3
1115,1fxk,B,1fxkB00,1,10,287,370,1,2,1,1,1,105,2.3
11402,6ocr,E,6ocrE00,3,30,710,10,16,1,1,1,1,102,2.28
9271,4n6f,A,4n6fA00,3,20,20,70,181,1,1,1,1,242,2.25
2020,1yu5,X,1yu5X00,1,10,950,10,1,1,1,1,1,67,1.4
5643,3prn,A,3prnA00,2,40,160,10,9,1,1,1,1,289,1.9
3263,1woz,A,1wozA00,1,20,1200,10,2,2,1,1,1,156,1.94
16556,2esb,A,2esbA00,3,90,190,10,36,2,1,1,1,162,2.0
14095,4zwn,B,4zwnB00,3,40,50,1820,172,1,1,1,1,311,2.49
3696,4hou,B,4houB00,1,25,40,10,66,1,1,1,1,237,1.95
9480,5nav,A,5navA00,3,20,20,80,207,2,1,1,1,461,2.3
5785,4zra,A,4zraA00,2,50,20,20,2,1,1,1,1,196,1.83
15654,2dbs,A,2dbsA00,3,40,1350,20,1,1,1,1,1,78,2.1
7277,2ol1,C,2ol1C00,2,70,40,10,3,5,1,1,1,125,1.8
6834,3wcs,A,3wcsA00,2,60,120,200,35,4,1,1,1,238,1.75
4504,2m0y,A,2m0yA00,2,30,30,40,58,2,1,1,1,74,999.0
4218,2b9k,A,2b9kA00,2,20,20,70,1,1,1,1,1,47,999.0
13484,1y8q,C,1y8qC00,3,40,50,720,626,1,1,1,1,311,2.25
10185,1vhf,A,1vhfA00,3,30,70,120,4,2,1,1,1,100,1.54
16203,1ogq,A,1ogqA00,3,80,10,10,10,1,1,1,1,313,1.7
10034,1hdl,A,1hdlA00,3,30,60,30,21,1,1,1,1,55,999.0
13919,3pe6,A,3pe6A00,3,40,50,1820,25,1,1,1,1,289,1.35
11780,2cpm,A,2cpmA00,3,30,1370,50,5,1,1,1,1,94,999.0
15580,4xep,A,4xepA00,3,40,1210,10,1,2,1,1,1,255,1.5
16121,1qdl,A,1qdlA00,3,60,120,10,5,2,1,1,1,416,2.5
5507,5gge,A,5ggeA00,2,40,128,20,50,1,1,1,1,129,1.86
14011,3qpd,A,3qpdA00,3,40,50,1820,94,2,1,1,1,186,1.57
434,2ly9,A,2ly9A00,1,10,10,60,86,2,1,1,1,74,999.0
6951,2v4v,A,2v4vA00,2,60,120,260,24,3,1,1,1,129,1.5
7035,1f35,A,1f35A00,2,60,120,390,1,1,1,1,1,157,2.3
12384,5fa8,A,5fa8A00,3,40,50,150,123,1,1,1,1,152,1.3
9034,3e9a,A,3e9aA00,3,20,20,70,33,2,1,1,1,275,1.8
5813,3teu,A,3teuA00,2,60,40,10,4,1,1,1,1,98,1.0
2593,3f1i,S,3f1iS00,1,20,5,1940,1,1,1,1,1,77,2.3
3725,3nf1,A,3nf1A00,1,25,40,10,126,1,1,1,1,283,2.8
7713,1krr,A,1krrA00,2,160,10,10,4,4,1,1,1,200,2.5
552,2l7k,A,2l7kA00,1,10,10,1850,1,1,1,1,1,76,999.0
10772,6jpt,A,6jptA00,3,30,230,90,1,1,1,1,1,121,0.96
14212,4rqa,A,4rqaA00,3,40,50,2020,5,1,1,1,1,171,1.48
4882,2eeh,A,2eehA00,2,30,42,10,102,2,1,1,1,100,999.0
2420,5zwn,x,5zwnx00,1,20,5,190,5,1,1,1,1,49,3.3
9764,3gk6,A,3gk6A00,3,20,80,10,5,1,1,1,1,149,1.8
10111,5kak,A,5kakA00,3,30,70,100,35,2,1,1,1,116,1.65
7502,1jm1,A,1jm1A00,2,102,10,10,19,1,1,1,1,202,1.11
4130,2gnn,B,2gnnB00,2,10,90,10,11,1,1,1,1,95,2.3
16656,1wko,A,1wkoA00,3,90,280,10,5,1,1,1,1,165,1.8
11366,3zxq,B,3zxqB00,3,30,565,10,30,1,1,1,1,124,1.9
10830,2ehb,D,2ehbD00,3,30,310,80,6,1,1,1,1,126,2.1
9667,3no3,A,3no3A00,3,20,20,190,16,1,1,1,1,230,1.89
11505,5yrz,B,5yrzB00,3,30,920,30,2,2,1,1,1,58,2.3
3034,5wnw,A,5wnwA00,1,20,120,1490,2,1,1,1,1,95,1.79
11192,1no5,B,1no5B00,3,30,460,10,19,1,1,1,1,102,1.8
1909,3dbg,A,3dbgA00,1,10,630,10,61,1,1,1,1,379,2.6
8623,3ec9,A,3ec9A00,3,10,450,50,9,2,1,1,1,125,1.6
2942,1orj,D,1orjD00,1,20,120,340,1,1,1,1,1,125,2.25
15578,3dzv,A,3dzvA00,3,40,1190,20,60,1,1,1,1,258,2.57
8501,5cjf,A,5cjfA00,3,10,200,10,2,3,1,1,1,267,1.83
7680,4jhn,A,4jhnA00,2,130,10,30,2,1,1,1,1,361,1.7
12087,3ia1,B,3ia1B00,3,40,30,10,103,1,1,1,1,142,1.76
10870,2gbz,A,2gbzA00,3,30,420,10,8,3,1,1,1,179,2.3
7346,1snz,B,1snzB00,2,70,98,10,23,2,1,1,1,342,2.2
9001,4o4v,A,4o4vA00,3,20,20,70,19,1,1,1,1,251,1.23
9377,5gnx,B,5gnxB00,3,20,20,80,48,9,1,1,1,449,1.8
9913,4b7y,D,4b7yD00,3,30,40,10,81,1,1,1,1,97,3.25
14862,3k9r,C,3k9rC00,3,40,250,10,32,1,1,1,1,103,1.96
3375,2yw6,B,2yw6B00,1,20,1260,10,16,2,1,1,1,150,2.53
1264,3cwr,B,3cwrB00,1,10,357,10,12,1,1,1,1,187,1.5
14231,3m3h,A,3m3hA00,3,40,50,2020,16,1,1,1,1,202,1.75
8555,2kw7,A,2kw7A00,3,10,310,50,5,1,1,1,1,157,999.0
11113,1tf1,B,1tf1B00,3,30,450,40,4,2,1,1,1,178,1.8
10878,2x78,A,2x78A00,3,30,420,10,20,1,1,1,1,171,2.0
5003,1vx7,0,1vx7000,2,30,170,20,4,2,1,1,1,62,1000.0
6032,4hwb,A,4hwbA00,2,60,40,10,595,1,1,1,1,111,2.61
5725,2xwg,C,2xwgC00,2,40,260,10,4,3,1,1,1,176,2.4
11480,6d1t,A,6d1tA00,3,30,890,10,1,2,1,1,1,69,2.25
14222,1fsg,A,1fsgA00,3,40,50,2020,11,1,1,1,1,233,1.05
962,1hq1,A,1hq1A00,1,10,260,30,1,1,1,1,1,76,1.52
7754,5c1e,A,5c1eA00,2,160,20,10,27,1,1,1,1,299,1.75
4505,4z8a,A,4z8aA00,2,30,30,40,59,1,1,1,1,75,1.76
2371,3p8m,C,3p8mC00,1,20,5,170,20,2,1,1,1,42,2.9
8165,4iop,B,4iopB00,3,10,100,10,6,3,1,1,1,121,3.2
5687,3rd7,A,3rd7A00,2,40,160,210,3,1,1,1,1,275,1.95
16833,1g57,A,1g57A00,3,90,870,10,1,2,1,1,1,205,1.4
14337,3eul,B,3eulB00,3,40,50,2300,226,1,1,1,1,124,1.9
7200,3kt9,A,3kt9A00,2,60,200,20,7,2,1,1,1,102,1.65
11936,3hi2,B,3hi2B00,3,30,2310,40,1,1,1,1,1,97,2.0
15230,5eoo,A,5eooA00,3,40,710,10,3,2,1,1,1,263,1.48
2229,5jsz,C,5jszC00,1,10,1760,20,5,1,1,1,1,165,3.0
2482,4gof,A,4gofA00,1,20,5,420,2,1,1,1,1,52,1.35
3815,6giq,f,6giqf00,1,25,40,40,1,2,1,1,1,99,3.23
7560,1z4v,A,1z4vA00,2,120,10,10,21,2,1,1,1,444,2.3
5161,5cbe,F,5cbeF00,2,40,50,40,31,1,1,1,1,66,2.4
14406,1vkr,A,1vkrA00,3,40,50,2300,401,1,1,1,1,97,999.0
1260,2iu5,B,2iu5B00,1,10,357,10,7,1,1,1,1,178,1.6
3991,1n4q,B,1n4qB00,1,50,10,20,15,1,1,1,1,346,2.4
14542,2km1,A,2km1A00,3,40,50,11000,1,1,1,1,1,117,999.0
14911,1slm,A,1slmA00,3,40,390,10,15,2,1,1,1,226,1.9
16328,5mte,A,5mteA00,3,90,45,10,9,1,1,1,1,137,1.4
11504,4p78,C,4p78C00,3,30,920,30,2,1,1,1,1,66,2.12
16383,3b79,A,3b79A00,3,90,70,10,27,1,1,1,1,122,1.37
14151,5jd6,A,5jd6A00,3,40,50,1820,238,1,1,1,1,219,2.46
3364,3bvf,A,3bvfA00,1,20,1260,10,12,1,1,1,1,172,1.5
266,2pfb,B,2pfbB00,1,10,10,10,328,1,1,1,1,123,1.93
994,3cec,A,3cecA00,1,10,260,40,33,1,1,1,1,90,1.6
12382,3t0i,A,3t0iA00,3,40,50,150,119,2,1,1,1,245,2.4
6781,3vl9,B,3vl9B00,2,60,120,180,2,1,1,1,1,221,1.2
17408,2kwz,A,2kwzA00,6,10,250,1610,1,1,1,1,1,40,999.0
12879,3czq,C,3czqC00,3,40,50,300,430,1,1,1,1,275,2.23
10143,3cjk,B,3cjkB00,3,30,70,100,63,1,1,1,1,75,1.8
13294,4b79,B,4b79B00,3,40,50,720,211,3,1,1,1,233,1.98
16932,1ucs,A,1ucsA00,3,90,1210,10,1,1,1,1,1,64,0.62
12848,3tqf,A,3tqfA00,3,40,50,300,363,3,1,1,1,162,2.8
16207,1ozn,A,1oznA00,3,80,10,10,13,1,1,1,1,284,1.52
14065,1jjf,A,1jjfA00,3,40,50,1820,143,1,1,1,1,255,1.75
6630,5cu1,A,5cu1A00,2,60,120,10,147,1,1,1,1,197,2.3
8594,4it7,A,4it7A00,3,10,450,10,10,1,1,1,1,107,2.1
4725,1v76,A,1v76A00,2,30,30,210,2,1,1,1,1,92,2.0
11193,2nrk,A,2nrkA00,3,30,460,10,27,1,1,1,1,163,1.65
15845,2imq,X,2imqX00,3,60,10,10,3,1,1,1,1,280,1.3
14576,3v46,A,3v46A00,3,40,50,11990,1,1,1,1,1,160,1.55
3631,5owu,A,5owuA00,1,25,10,10,75,1,1,1,1,860,2.0
1419,2nrl,A,2nrlA00,1,10,490,10,1,2,1,1,1,145,0.91
15614,1ns5,B,1ns5B00,3,40,1280,10,12,1,1,1,1,151,1.68
9023,4ymz,A,4ymzA00,3,20,20,70,28,8,1,1,1,250,1.87
3524,4onr,A,4onrA00,1,20,1420,40,1,1,1,1,1,147,1.6
3314,2l3o,A,2l3oA00,1,20,1250,10,34,1,1,1,1,124,999.0
15716,1q7s,A,1q7sA00,3,40,1490,10,1,5,1,1,1,117,2.0
695,3k4g,B,3k4gB00,1,10,150,20,17,1,1,1,1,77,2.05
9689,6gfv,A,6gfvA00,3,20,20,300,7,1,1,1,1,343,1.96
6671,1aym,1,1aym100,2,60,120,20,5,2,1,1,1,285,2.15
862,4jwq,C,4jwqC00,1,10,238,10,82,1,1,1,1,73,2.15
5649,4pux,A,4puxA00,2,40,160,20,2,1,1,1,1,155,1.43
5742,1ow1,A,1ow1A00,2,40,290,10,1,1,1,1,1,167,1.8
883,2ehb,A,2ehbA00,1,10,238,10,116,2,1,1,1,182,2.1
15957,1ryp,D,1rypD00,3,60,20,10,8,2,1,1,1,241,1.9
10540,3jtp,A,3jtpA00,3,30,70,1950,2,1,1,1,1,92,2.17
13460,4bmv,I,4bmvI00,3,40,50,720,563,1,1,1,1,254,2.5
3066,1xg2,B,1xg2B00,1,20,140,40,1,2,1,1,1,151,1.9
4955,3dmb,A,3dmbA00,2,30,110,10,53,1,1,1,1,142,2.3
4683,3c4s,A,3c4sA00,2,30,30,140,35,2,1,1,1,57,1.7
7421,2qn4,A,2qn4A00,2,80,10,50,48,1,1,1,1,159,1.8
4038,2k2s,B,2k2sB00,2,10,25,10,80,1,1,1,1,55,999.0
1224,3f75,P,3f75P00,1,10,287,2250,1,1,1,1,1,75,1.99
12207,4nxi,A,4nxiA00,3,40,30,10,274,1,1,1,1,194,1.7
13071,3nbk,D,3nbkD00,3,40,50,620,26,1,1,1,1,163,1.58
7085,5oa4,A,5oa4A00,2,60,120,620,11,1,1,1,1,288,1.55
1579,2o7a,A,2o7aA00,1,10,530,40,5,1,1,1,1,115,0.84
16813,5agi,A,5agiA00,3,90,740,10,4,1,1,1,1,252,1.47
13819,3u40,D,3u40D00,3,40,50,1580,2,6,1,1,1,241,2.05
2849,4uu9,D,4uu9D00,1,20,91,20,1,2,1,1,1,66,2.12
2854,4jea,A,4jeaA00,1,20,120,10,2,1,1,1,1,106,1.22
3676,3gw4,A,3gw4A00,1,25,40,10,35,1,1,1,1,187,2.49
9395,5byw,E,5bywE00,3,20,20,80,63,3,1,1,1,323,2.6
1375,1p7n,A,1p7nA00,1,10,375,10,8,1,1,1,1,176,2.6
8792,5c5z,A,5c5zA00,3,10,490,10,3,1,1,1,1,123,1.45
1935,1c52,A,1c52A00,1,10,760,10,4,1,1,1,1,131,1.28
11018,1kpt,A,1kptA00,3,30,430,10,1,1,1,1,1,105,1.75
9781,2im5,A,2im5A00,3,20,140,10,3,1,1,1,1,389,2.2
1588,2l6a,A,2l6aA00,1,10,533,10,6,2,1,1,1,102,999.0
8842,3hf7,A,3hf7A00,3,10,580,10,44,1,1,1,1,127,2.75
12853,2yjt,D,2yjtD00,3,40,50,300,375,2,1,1,1,170,2.9
10570,4fpr,B,4fprB00,3,30,70,2910,1,1,1,1,1,128,2.4
9121,3d0c,B,3d0cB00,3,20,20,70,74,2,1,1,1,297,1.9
12658,4bzp,A,4bzpA00,3,40,50,300,91,1,1,1,1,173,1.47
16453,3o69,A,3o69A00,3,90,79,10,42,1,1,1,1,176,2.1
11400,5zb2,B,5zb2B00,3,30,710,10,14,2,1,1,1,78,2.3
16564,4r0s,A,4r0sA00,3,90,190,10,42,1,1,1,1,162,2.03
7113,3gbw,A,3gbwA00,2,60,120,820,1,1,1,1,1,159,1.32
10541,2aby,A,2abyA00,3,30,70,1980,1,1,1,1,1,122,999.0
4881,2dkr,A,2dkrA00,2,30,42,10,102,1,1,1,1,93,999.0
6403,3rls,B,3rlsB00,2,60,40,1970,3,1,1,1,1,144,1.7
14289,4d6y,A,4d6yA00,3,40,50,2300,88,2,1,1,1,121,1.7
4091,4k12,A,4k12A00,2,10,70,10,1,1,1,1,1,64,1.08
14165,1ukc,B,1ukcB00,3,40,50,1820,250,1,1,1,1,513,2.1
14441,1kjn,A,1kjnA00,3,40,50,10160,1,1,1,1,1,148,2.2
14018,5ch8,A,5ch8A00,3,40,50,1820,97,1,1,1,1,270,1.62
8855,4fgq,B,4fgqB00,3,10,620,30,2,1,1,1,1,185,1.65
8928,3fa4,J,3fa4J00,3,20,20,60,2,2,1,1,1,280,2.18
822,1pva,A,1pvaA00,1,10,238,10,2,6,1,1,1,109,1.65
1636,2osa,A,2osaA00,1,10,555,10,5,1,1,1,1,196,1.8
14160,1dx4,A,1dx4A00,3,40,50,1820,245,5,1,1,1,537,2.7
7392,4oee,A,4oeeA00,2,80,10,50,4,2,1,1,1,132,1.5
9430,1yht,A,1yhtA00,3,20,20,80,120,1,1,1,1,344,2.0
10730,1wdd,S,1wddS00,3,30,190,10,1,2,1,1,1,121,1.35
2883,1yvi,B,1yviB00,1,20,120,160,1,3,1,1,1,136,2.0
4128,1bnd,A,1bndA00,2,10,90,10,10,3,1,1,1,109,2.3
6225,1ws8,A,1ws8A00,2,60,40,420,60,1,1,1,1,104,1.6
8224,3alu,A,3aluA00,3,10,100,10,37,1,1,1,1,157,1.65
8852,5dno,A,5dnoA00,3,10,590,10,4,1,1,1,1,165,1.8
11940,2lsm,A,2lsmA00,3,40,5,70,1,1,1,1,1,61,999.0
12018,1nsw,A,1nswA00,3,40,30,10,26,2,1,1,1,105,1.9
2479,1no4,B,1no4B00,1,20,5,400,1,1,1,1,1,75,2.2
9376,4ptx,A,4ptxA00,3,20,20,80,48,8,1,1,1,445,1.8
16,1dv0,A,1dv0A00,1,10,8,10,22,2,1,1,1,45,999.0
15625,3bbd,A,3bbdA00,3,40,1280,10,30,1,1,1,1,198,2.15
15525,3ie7,A,3ie7A00,3,40,1190,20,9,1,1,1,1,303,1.6
11150,2nut,C,2nutC00,3,30,450,50,2,1,1,1,1,135,2.3
10594,2fip,A,2fipA00,3,30,70,3560,1,1,1,1,1,115,2.0
6551,6cpb,A,6cpbA00,2,60,120,10,8,1,1,1,1,135,1.16
11281,4reh,A,4rehA00,3,30,530,20,11,2,1,1,1,149,1.5
11961,5a1m,A,5a1mA00,3,40,20,10,14,1,1,1,1,104,1.81
262,3c57,B,3c57B00,1,10,10,10,320,1,1,1,1,49,1.7
6444,3vvv,A,3vvvA00,2,60,40,2840,1,1,1,1,1,108,1.35
7743,3uw0,A,3uw0A00,2,160,20,10,16,2,1,1,1,320,3.5
11127,4glq,A,4glqA00,3,30,450,40,20,1,1,1,1,149,1.77
7404,2vxt,I,2vxtI00,2,80,10,50,22,1,1,1,1,156,1.49
1709,3p8r,A,3p8rA00,1,10,600,10,3,10,1,1,1,268,2.5
8581,4ng0,B,4ng0B00,3,10,430,110,1,1,1,1,1,96,1.5
14775,4nn3,A,4nn3A00,3,40,190,170,15,1,1,1,1,311,1.4
8519,2oya,A,2oyaA00,3,10,250,10,2,2,1,1,1,102,1.77
7957,1wmh,B,1wmhB00,3,10,20,90,17,1,1,1,1,82,1.5
15111,3juw,A,3juwA00,3,40,630,30,72,1,1,1,1,162,2.11
1979,3x39,A,3x39A00,1,10,760,10,34,2,1,1,1,82,1.5
293,6g5i,K,6g5iK00,1,10,10,10,370,3,1,1,1,95,3.5
13602,2c92,A,2c92A00,3,40,50,960,2,1,1,1,1,147,1.6
554,4c9y,A,4c9yA00,1,10,10,1890,1,1,1,1,1,120,2.01
9049,3upb,B,3upbB00,3,20,20,70,39,2,1,1,1,309,1.5
13560,3mgk,A,3mgkA00,3,40,50,880,21,1,1,1,1,199,2.0
12441,3hm2,A,3hm2A00,3,40,50,150,224,1,1,1,1,169,2.21
1643,2xs6,A,2xs6A00,1,10,555,10,13,1,1,1,1,166,2.09
3112,4gyv,E,4gyvE00,1,20,900,10,11,1,1,1,1,211,2.9
15684,4lfl,B,4lflB00,3,40,1400,10,5,1,1,1,1,172,1.65
496,1mij,A,1mijA00,1,10,10,500,1,1,1,1,1,134,2.05
3986,4mu9,B,4mu9B00,1,50,10,20,7,1,1,1,1,353,1.89
10000,3dlu,A,3dluA00,3,30,56,30,1,1,1,1,1,95,1.8
2208,2jml,A,2jmlA00,1,10,1660,10,14,2,1,1,1,81,999.0
14249,1xtt,B,1xttB00,3,40,50,2020,24,1,1,1,1,208,1.8
14377,4lda,B,4ldaB00,3,40,50,2300,325,1,1,1,1,125,2.4
14943,1cz3,B,1cz3B00,3,40,430,10,16,1,1,1,1,168,2.1
5339,2k52,A,2k52A00,2,40,50,140,218,1,1,1,1,74,999.0
9908,4nn2,B,4nn2B00,3,30,40,10,76,1,1,1,1,118,1.47
871,4ygc,H,4ygcH00,1,10,238,10,104,1,1,1,1,58,2.4
15216,3if2,A,3if2A00,3,40,640,10,152,1,1,1,1,427,2.5
12710,3bc1,A,3bc1A00,3,40,50,300,138,1,1,1,1,185,1.8
10354,2jx2,A,2jx2A00,3,30,70,330,127,1,1,1,1,87,999.0
8784,4fcz,A,4fczA00,3,10,450,710,1,1,1,1,1,178,2.6
12163,3evi,A,3eviA00,3,40,30,10,224,1,1,1,1,118,2.7
3055,2m4e,A,2m4eA00,1,20,120,1930,1,1,1,1,1,86,999.0
13590,2gk3,A,2gk3A00,3,40,50,880,53,1,1,1,1,239,2.25
7348,3k25,A,3k25A00,2,70,98,10,28,1,1,1,1,287,2.55
205,2e1n,A,2e1nA00,1,10,10,10,193,1,1,1,1,110,1.8
8436,4per,B,4perB00,3,10,130,10,9,1,1,1,1,109,1.92
9730,4jej,A,4jejA00,3,20,20,390,2,1,1,1,1,241,1.52
12378,5x7f,A,5x7fA00,3,40,50,150,117,1,1,1,1,198,2.0
9791,1hym,A,1hymA00,3,30,10,10,5,1,1,1,1,44,999.0
4963,3db0,B,3db0B00,2,30,110,10,59,1,1,1,1,123,2.0
9191,3bw2,A,3bw2A00,3,20,20,70,119,2,1,1,1,347,2.1
10862,1jl1,A,1jl1A00,3,30,420,10,4,1,1,1,1,152,1.3
5014,5dmd,A,5dmdA00,2,30,290,10,1,1,1,1,1,144,1.45
14572,3nct,B,3nctB00,3,40,50,11880,1,1,1,1,1,135,2.2
3264,2g2d,A,2g2dA00,1,20,1200,10,3,2,1,1,1,160,2.0
17026,1hy9,A,1hy9A00,4,10,40,30,1,1,1,1,1,41,999.0
11702,2p6y,A,2p6yA00,3,30,1330,80,3,2,1,1,1,128,1.63
8755,2cc3,A,2cc3A00,3,10,450,230,4,1,1,1,1,144,2.2
2620,4dnn,B,4dnnB00,1,20,5,4010,2,1,1,1,1,47,2.1
10711,2h36,X,2h36X00,3,30,160,300,2,1,1,1,1,108,2.95
4613,4emk,B,4emkB00,2,30,30,100,9,2,1,1,1,71,2.3
17380,2wuj,A,2wujA00,6,10,250,660,1,1,1,1,1,50,1.4
2409,3tnu,A,3tnuA00,1,20,5,170,83,1,1,1,1,90,3.0
3761,5cec,B,5cecB00,1,25,40,20,8,1,1,1,1,193,1.36
1258,3g7r,A,3g7rA00,1,10,357,10,5,1,1,1,1,187,1.38
5406,2cmt,A,2cmtA00,2,40,100,10,1,4,1,1,1,164,1.5
7805,4lx3,A,4lx3A00,2,170,16,10,13,1,1,1,1,98,1.5
13341,3is3,A,3is3A00,3,40,50,720,275,1,1,1,1,260,1.48
15170,3lod,A,3lodA00,3,40,630,30,152,1,1,1,1,145,2.5
13855,1g2o,A,1g2oA00,3,40,50,1580,12,1,1,1,1,262,1.75
2846,2wg7,A,2wg7A00,1,20,90,10,5,1,1,1,1,121,2.0
3811,2fo1,E,2fo1E00,1,25,40,20,59,1,1,1,1,283,3.12
14975,3s5b,B,3s5bB00,3,40,570,10,3,1,1,1,1,243,1.8
4215,1ahl,A,1ahlA00,2,20,20,10,8,3,1,1,1,49,999.0
6387,3rtl,B,3rtlB00,2,60,40,1850,3,1,1,1,1,120,1.45
10076,1urr,A,1urrA00,3,30,70,100,1,2,1,1,1,97,1.5
12336,3g89,B,3g89B00,3,40,50,150,51,1,1,1,1,237,1.5
2555,1lj2,A,1lj2A00,1,20,5,970,1,1,1,1,1,106,2.38
847,1a4p,A,1a4pA00,1,10,238,10,42,2,1,1,1,92,2.25
14812,2acf,D,2acfD00,3,40,220,10,4,1,1,1,1,179,1.4
8155,4hbe,A,4hbeA00,3,10,50,50,1,1,1,1,1,98,2.3
11969,2lxx,A,2lxxA00,3,40,20,10,26,2,1,1,1,152,999.0
1735,1rtr,A,1rtrA00,1,10,600,10,18,5,1,1,1,277,2.5
2283,3shg,A,3shgA00,1,10,3290,10,3,1,1,1,1,198,1.5
1920,3ayx,A,3ayxA00,1,10,645,10,1,5,1,1,1,595,1.18
9006,4fha,A,4fhaA00,3,20,20,70,20,2,1,1,1,306,1.88
277,1ylf,A,1ylfA00,1,10,10,10,348,2,1,1,1,113,2.5
9850,4v3l,C,4v3lC00,3,30,40,10,6,1,1,1,1,69,1.53
8603,5gy6,A,5gy6A00,3,10,450,30,1,3,1,1,1,88,1.5
10107,1vqs,A,1vqsA00,3,30,70,100,30,1,1,1,1,106,1.5
15920,4xuk,A,4xukA00,3,60,15,10,36,3,1,1,1,291,2.0
7170,3o5u,A,3o5uA00,2,60,130,10,4,2,1,1,1,256,2.35
13316,5k9z,A,5k9zA00,3,40,50,720,238,3,1,1,1,244,2.0
7135,3r4d,B,3r4dB00,2,60,120,960,1,2,1,1,1,229,3.1
15956,5le5,Q,5le5Q00,3,60,20,10,8,1,1,1,1,233,1.8
